TIMESTAMP ABSOLUTE;TIMESTAMP RELATIVE;NECK FLEXION-EXTENSION;NECK LATERAL BENDING;NECK ROTATION;TRUNK FLEXION-EXTENSION;TRUNK LATERAL BENDING;TRUNK ROTATION;SPINE FLEXION-EXTENSION;SPINE LATERAL BENDING;SPINE ROTATION;ARMS OPENING;PELVIS TILT;PELVIS LATERAL BENDING;PELVIS ROTATION;SHOULDER FLEXION-EXTENSION RIGHT;SHOULDER ABDUCTION-ADDUCTION RIGHT;SHOULDER ROTATION RIGHT;SHOULDER FLEXION-EXTENSION LEFT;SHOULDER ABDUCTION-ADDUCTION LEFT;SHOULDER ROTATION LEFT;ARM UPLIFT RIGHT;ARM ROTATION RIGHT;ARM UPLIFT LEFT;ARM ROTATION LEFT;ELBOW FLEXION-EXTENSION RIGHT;ELBOW PRONATION AND SUPINATION RIGHT;ELBOW FLEXION-EXTENSION LEFT;ELBOW PRONATION AND SUPINATION LEFT;WRIST FLEXION-EXTENSION RIGHT;WRIST ULNAR RADIAL DEVIATION RIGHT;WRIST ROTATION RIGHT;WRIST FLEXION-EXTENSION LEFT;WRIST ULNAR RADIAL DEVIATION LEFT;WRIST ROTATION LEFT;HIP FLEXION-EXTENSION RIGHT;HIP ABDUCTION-ADDUCTION RIGHT;HIP ROTATION RIGHT;HIP FLEXION-EXTENSION LEFT;HIP ABDUCTION-ADDUCTION LEFT;HIP ROTATION LEFT;KNEE FLEXION-EXTENSION RIGHT;KNEE VARUS-VALGUS RIGHT;KNEE ROTATION RIGHT;KNEE FLEXION-EXTENSION LEFT;KNEE VARUS-VALGUS LEFT;KNEE ROTATION LEFT;ANKLE DORSIFLEXION-PLANTARFLEXION RIGHT;ANKLE INVERSION-EVERSION RIGHT;ANKLE ROTATION RIGHT;ANKLE DORSIFLEXION-PLANTARFLEXION LEFT;ANKLE INVERSION-EVERSION LEFT;ANKLE ROTATION LEFT
15.072;15.072;-1.94;-0.60;14.05;1.94;0.60;-14.05;16.06;-3.43;-22.38;180.00;-14.03;3.24;8.44;89.56;89.89;0.00;-90.44;90.11;0.00;89.89;14.07;90.11;-14.07;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.76;-3.57;-3.79;-4.82;3.89;24.54;-16.89;9.87;-16.07;3.68;0.36;-14.12;-4.03;1.37;12.95;-9.07;5.38;-2.25
15.082;15.082;-2.03;-0.54;14.24;2.03;0.54;-14.24;16.15;-3.46;-22.33;180.00;-14.06;3.19;8.19;89.92;89.98;0.00;-90.08;90.02;0.00;89.98;14.26;90.02;-14.26;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.67;-3.77;-3.73;-5.13;3.96;24.56;-16.36;9.93;-15.92;3.58;0.33;-14.38;-4.11;1.24;12.93;-8.91;5.49;-2.26
15.092;15.092;-2.08;-0.51;14.35;2.08;0.51;-14.35;16.20;-3.41;-22.16;180.00;-14.08;3.10;7.92;90.07;90.02;0.00;-89.93;89.98;0.00;90.02;14.37;89.98;-14.37;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.55;-4.00;-3.71;-5.28;4.02;24.40;-15.98;10.05;-15.71;3.58;0.38;-14.59;-4.43;1.18;12.88;-8.75;5.59;-2.18
15.102;15.102;-2.18;-0.48;14.58;2.18;0.48;-14.58;16.31;-3.39;-22.11;180.00;-14.10;3.01;7.64;90.34;90.09;0.00;-89.66;89.91;0.00;90.09;14.59;89.91;-14.59;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.42;-4.24;-3.75;-5.59;4.12;24.33;-15.33;10.17;-15.42;3.42;0.36;-14.93;-4.57;1.05;12.85;-8.61;5.69;-2.07
15.112;15.112;-2.29;-0.46;14.82;2.29;0.46;-14.82;16.43;-3.35;-22.05;180.00;-14.14;2.91;7.35;90.56;90.15;0.00;-89.44;89.85;0.00;90.14;14.84;89.86;-14.84;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.30;-4.48;-3.85;-5.89;4.24;24.16;-14.64;10.32;-15.03;3.24;0.34;-15.11;-4.74;0.91;12.78;-8.53;5.79;-2.03
15.122;15.122;-2.29;-0.46;14.82;2.29;0.46;-14.82;16.49;-3.25;-21.72;180.00;-14.20;2.82;7.02;90.56;90.15;0.00;-89.44;89.85;0.00;90.14;14.84;89.86;-14.84;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.20;-4.69;-4.00;-6.68;4.41;24.12;-13.92;10.47;-14.57;2.67;0.25;-15.38;-4.58;0.79;12.78;-8.42;5.93;-2.01
15.132;15.132;-2.64;-0.53;15.62;2.64;0.53;-15.62;17.02;-3.14;-21.74;180.00;-14.36;2.65;6.25;90.74;90.21;0.00;-89.26;89.79;0.00;90.20;15.64;89.80;-15.64;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.07;-5.08;-4.44;-7.08;4.56;23.47;-12.43;10.80;-13.31;2.39;0.20;-15.48;-5.47;0.49;12.46;-8.41;6.01;-2.04
15.142;15.142;-2.78;-0.60;15.87;2.78;0.60;-15.87;17.34;-2.93;-21.30;180.00;-14.53;2.48;5.54;90.68;90.19;0.00;-89.32;89.81;0.00;90.19;15.90;89.81;-15.90;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.04;-5.43;-5.20;-7.32;4.68;22.81;-10.96;11.23;-11.86;2.22;0.24;-15.53;-6.15;0.25;12.19;-8.39;6.07;-2.04
15.152;15.152;-3.03;-0.77;16.30;3.03;0.77;-16.30;17.71;-2.78;-21.47;180.00;-14.60;2.39;5.29;90.39;90.11;0.00;-89.61;89.89;0.00;90.11;16.35;89.89;-16.35;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.05;-5.58;-5.74;-7.36;4.74;22.54;-10.25;11.46;-10.97;2.22;0.24;-15.53;-6.57;0.14;11.89;-8.39;6.07;-2.04
15.162;15.162;-3.03;-0.77;16.30;3.03;0.77;-16.30;17.78;-2.68;-21.29;180.00;-14.67;2.30;5.10;90.39;90.11;0.00;-89.61;89.89;0.00;90.11;16.35;89.89;-16.35;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.08;-5.71;-6.36;-8.33;5.05;22.77;-9.42;11.66;-10.27;1.32;0.06;-15.95;-6.43;0.05;11.96;-8.39;6.28;-2.01
15.172;15.172;-3.14;-0.88;16.47;3.14;0.88;-16.47;17.97;-2.59;-21.39;180.00;-14.72;2.26;5.03;90.15;90.05;0.00;-89.85;89.95;0.00;90.04;16.52;89.96;-16.52;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.13;-5.75;-7.01;-8.37;5.08;22.70;-8.75;11.88;-9.58;1.32;0.06;-15.95;-6.86;-0.04;11.79;-8.39;6.28;-2.01
15.182;15.182;-3.24;-1.00;16.60;3.24;1.00;-16.60;18.21;-2.44;-21.44;180.00;-14.82;2.19;4.94;89.88;89.97;0.00;-90.12;90.03;0.00;89.97;16.66;90.03;-16.66;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.24;-5.82;-7.28;-8.75;5.21;22.77;-8.19;12.05;-9.30;1.07;-0.06;-16.09;-7.26;-0.12;11.58;-8.40;6.30;-2.02
15.192;15.192;-3.33;-1.12;16.69;3.33;1.12;-16.69;18.44;-2.30;-21.49;180.00;-14.93;2.12;4.91;89.60;89.88;0.00;-90.40;90.12;0.00;89.88;16.75;90.12;-16.75;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.39;-5.82;-7.93;-9.13;5.34;22.91;-7.60;12.14;-8.71;0.83;-0.14;-16.19;-7.67;0.05;11.52;-8.41;6.38;-2.08
15.202;15.202;-3.36;-1.18;16.72;3.36;1.18;-16.72;18.61;-2.20;-21.53;180.00;-15.04;2.05;4.91;89.45;89.83;0.00;-90.55;90.17;0.00;89.84;16.79;90.16;-16.79;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.53;-5.77;-8.56;-9.37;5.44;22.99;-7.27;12.14;-8.16;0.70;-0.14;-16.29;-8.20;0.17;11.25;-8.43;6.47;-2.08
15.212;15.212;-3.42;-1.28;16.74;3.42;1.28;-16.74;18.81;-2.05;-21.59;180.00;-15.15;1.98;4.93;89.16;89.75;0.00;-90.84;90.25;0.00;89.76;16.82;90.24;-16.82;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.64;-5.69;-9.14;-9.73;5.58;23.17;-6.74;12.15;-7.91;0.48;-0.21;-16.45;-8.44;0.22;11.10;-8.46;6.56;-2.08
15.222;15.222;-3.47;-1.38;16.74;3.47;1.38;-16.74;18.99;-1.89;-21.65;180.00;-15.26;1.89;4.99;88.88;89.66;0.00;-91.12;90.34;0.00;89.68;16.83;90.32;-16.83;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.74;-5.61;-9.72;-10.08;5.71;23.29;-6.26;12.17;-7.80;0.27;-0.30;-16.53;-8.69;0.29;10.94;-8.47;6.63;-2.06
15.232;15.232;-3.51;-1.48;16.73;3.51;1.48;-16.73;19.17;-1.74;-21.74;180.00;-15.36;1.81;5.08;88.61;89.58;0.00;-91.39;90.42;0.00;89.60;16.82;90.40;-16.82;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.84;-5.54;-10.31;-10.42;5.84;23.38;-5.82;12.19;-7.84;0.05;-0.36;-16.59;-8.65;0.40;11.18;-8.50;6.73;-2.01
15.242;15.242;-3.56;-1.57;16.73;3.56;1.57;-16.73;19.31;-1.62;-21.79;180.00;-15.41;1.76;5.13;88.34;89.50;0.00;-91.66;90.50;0.00;89.52;16.83;90.48;-16.83;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.89;-5.51;-10.60;-10.72;5.92;23.43;-5.46;12.23;-8.23;-0.17;-0.45;-16.60;-8.89;0.52;11.08;-8.54;6.79;-2.00
15.252;15.252;-3.62;-1.68;16.74;3.62;1.68;-16.74;19.49;-1.46;-21.92;180.00;-15.51;1.66;5.23;88.05;89.41;0.00;-91.95;90.59;0.00;89.44;16.85;90.56;-16.85;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.96;-5.44;-11.17;-11.07;6.04;23.52;-5.09;12.21;-8.54;-0.43;-0.50;-16.58;-9.11;0.67;10.98;-8.59;6.88;-2.00
15.262;15.262;-3.73;-1.86;16.78;3.73;1.86;-16.78;19.74;-1.24;-22.08;180.00;-15.59;1.56;5.34;87.58;89.26;0.00;-92.42;90.74;0.00;89.30;16.90;90.70;-16.90;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.02;-5.38;-11.71;-11.16;6.15;23.62;-4.87;12.15;-8.53;-0.43;-0.50;-16.58;-9.40;0.70;10.40;-8.59;6.88;-2.00
15.272;15.272;-3.73;-1.86;16.78;3.73;1.86;-16.78;19.83;-1.15;-22.18;180.00;-15.68;1.47;5.44;87.58;89.26;0.00;-92.42;90.74;0.00;89.30;16.90;90.70;-16.90;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.07;-5.33;-12.23;-11.88;6.27;23.66;-4.56;12.17;-9.08;-1.19;-0.60;-16.52;-9.52;0.81;10.22;-8.78;7.11;-1.99
15.282;15.282;-3.81;-1.99;16.80;3.81;1.99;-16.80;20.07;-1.00;-22.29;180.00;-15.79;1.39;5.51;87.25;89.16;0.00;-92.75;90.84;0.00;89.20;16.93;90.80;-16.93;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.12;-5.30;-12.70;-12.00;6.36;23.73;-4.29;12.20;-9.78;-1.19;-0.60;-16.52;-9.62;0.91;10.07;-8.78;7.11;-1.99
15.292;15.292;-3.91;-2.13;16.82;3.91;2.13;-16.82;20.35;-0.86;-22.37;180.00;-15.93;1.34;5.56;86.90;89.06;0.00;-93.10;90.94;0.00;89.10;16.96;90.90;-16.96;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.17;-5.27;-13.13;-12.39;6.41;23.76;-4.05;12.23;-10.58;-1.50;-0.65;-16.49;-9.68;1.01;9.94;-8.86;7.17;-1.98
15.302;15.302;-4.01;-2.29;16.84;4.01;2.29;-16.84;20.67;-0.71;-22.43;180.00;-16.09;1.30;5.60;86.50;88.93;0.00;-93.50;91.07;0.00;88.98;17.00;91.02;-17.00;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.20;-5.25;-13.50;-12.80;6.44;23.78;-3.84;12.25;-11.51;-1.82;-0.69;-16.48;-9.71;1.12;9.84;-8.93;7.22;-1.96
15.312;15.312;-4.11;-2.46;16.85;4.11;2.46;-16.85;21.00;-0.56;-22.49;180.00;-16.26;1.26;5.63;86.05;88.79;0.00;-93.95;91.21;0.00;88.84;17.03;91.16;-17.03;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.22;-5.24;-13.82;-13.21;6.46;23.80;-3.68;12.30;-12.56;-2.14;-0.74;-16.47;-9.71;1.45;11.15;-9.01;7.26;-1.93
15.322;15.322;-4.20;-2.64;16.85;4.20;2.64;-16.85;21.24;-0.42;-22.53;180.00;-16.35;1.25;5.65;85.56;88.64;0.00;-94.44;91.36;0.00;88.70;17.05;91.30;-17.05;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.21;-5.25;-13.96;-13.53;6.48;23.80;-3.69;12.40;-13.84;-2.41;-0.81;-16.43;-9.75;1.37;10.37;-9.06;7.27;-1.92
15.332;15.332;-4.30;-2.83;16.84;4.30;2.83;-16.84;21.57;-0.25;-22.57;180.00;-16.51;1.21;5.69;85.05;88.48;0.00;-94.95;91.52;0.00;88.55;17.05;91.45;-17.05;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.18;-5.29;-14.22;-13.93;6.51;23.79;-3.66;12.51;-15.06;-2.72;-0.86;-16.37;-9.74;1.35;10.29;-9.15;7.30;-1.89
15.342;15.342;-4.35;-2.92;16.82;4.35;2.92;-16.82;21.80;-0.14;-22.63;180.00;-16.66;1.17;5.76;84.78;88.40;0.00;-95.22;91.60;0.00;88.47;17.04;91.53;-17.04;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-32.08;-5.36;-14.43;-14.29;6.54;23.79;-3.52;12.57;-15.62;-3.02;-0.90;-16.34;-9.57;1.08;9.57;-9.24;7.33;-1.84
15.352;15.352;-4.45;-3.12;16.78;4.45;3.12;-16.78;22.10;0.04;-22.68;180.00;-16.79;1.12;5.83;84.23;88.23;0.00;-95.77;91.77;0.00;88.31;17.02;91.69;-17.02;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.93;-5.45;-14.56;-14.53;6.59;23.84;-3.63;12.69;-16.94;-3.20;-0.91;-16.37;-9.46;0.96;9.55;-9.32;7.35;-1.78
15.362;15.362;-4.53;-3.31;16.73;4.53;3.31;-16.73;22.37;0.24;-22.73;180.00;-16.91;1.07;5.91;83.65;88.06;0.00;-96.35;91.94;0.00;88.14;16.99;91.86;-16.99;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.73;-5.55;-14.65;-14.85;6.64;23.90;-3.83;12.75;-18.26;-3.45;-0.95;-16.36;-9.33;0.85;9.61;-9.39;7.37;-1.75
15.372;15.372;-4.65;-3.78;16.50;4.65;3.78;-16.50;22.89;0.69;-22.74;180.00;-17.14;1.01;6.10;82.11;87.61;0.00;-97.89;92.39;0.00;87.71;16.81;92.29;-16.81;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.24;-5.76;-14.80;-15.62;6.73;23.98;-5.00;12.57;-21.03;-4.05;-1.10;-16.24;-9.45;0.80;10.28;-9.50;7.42;-1.70
15.382;15.382;-4.66;-3.95;16.39;4.66;3.95;-16.39;23.07;0.86;-22.75;180.00;-17.25;0.98;6.20;81.48;87.43;0.00;-98.52;92.57;0.00;87.54;16.71;92.46;-16.71;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-30.97;-5.86;-14.88;-15.74;6.76;24.09;-5.53;12.37;-21.81;-4.10;-1.06;-16.27;-9.37;0.67;10.38;-9.53;7.45;-1.67
15.392;15.392;-4.67;-4.03;16.34;4.67;4.03;-16.34;23.20;0.95;-22.81;180.00;-17.34;0.96;6.31;81.17;87.34;0.00;-98.83;92.66;0.00;87.46;16.67;92.54;-16.67;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-30.67;-5.97;-14.93;-15.97;6.80;24.17;-5.60;12.26;-22.14;-4.23;-1.08;-16.24;-8.82;0.44;10.35;-9.56;7.48;-1.66
15.402;15.402;-4.68;-4.19;16.23;4.68;4.19;-16.23;23.34;1.11;-22.84;180.00;-17.41;0.94;6.43;80.58;87.18;0.00;-99.42;92.82;0.00;87.30;16.57;92.70;-16.57;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-30.34;-6.12;-14.93;-16.11;6.83;24.27;-6.20;12.04;-22.66;-4.30;-1.07;-16.24;-8.80;0.29;10.56;-9.57;7.50;-1.65
15.412;15.412;-4.70;-4.34;16.13;4.70;4.34;-16.13;23.47;1.26;-22.87;180.00;-17.46;0.93;6.54;80.02;87.02;0.00;-99.98;92.98;0.00;87.15;16.48;92.85;-16.48;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.99;-6.31;-14.86;-16.28;6.87;24.39;-6.82;11.82;-23.02;-4.40;-1.08;-16.24;-8.83;0.12;10.76;-9.57;7.52;-1.64
15.422;15.422;-4.73;-4.49;16.03;4.73;4.49;-16.03;23.60;1.40;-22.90;180.00;-17.51;0.91;6.66;79.48;86.88;0.00;-100.52;93.12;0.00;87.00;16.40;93.00;-16.40;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.63;-6.54;-14.71;-16.43;6.90;24.52;-7.47;11.62;-23.21;-4.48;-1.08;-16.26;-9.41;0.07;10.69;-9.56;7.56;-1.63
15.432;15.432;-4.77;-4.64;15.94;4.77;4.64;-15.94;23.72;1.52;-22.89;180.00;-17.53;0.91;6.71;78.96;86.73;0.00;-101.04;93.27;0.00;86.87;16.33;93.13;-16.33;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.23;-6.82;-14.44;-16.55;6.92;24.57;-8.13;11.44;-23.23;-4.56;-1.11;-16.25;-9.53;-0.15;10.76;-9.56;7.57;-1.62
15.442;15.442;-4.77;-4.64;15.94;4.77;4.64;-15.94;23.76;1.52;-22.98;180.00;-17.56;0.90;6.81;78.96;86.73;0.00;-101.04;93.27;0.00;86.87;16.33;93.13;-16.33;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.07;-6.96;-14.36;-16.79;6.96;24.62;-9.01;11.17;-22.87;-4.70;-1.09;-16.25;-9.68;-0.39;10.84;-9.50;7.65;-1.58
15.452;15.452;-5.13;-5.24;15.52;5.13;5.24;-15.52;24.34;1.97;-22.71;180.00;-17.60;0.91;6.90;76.92;86.20;0.00;-103.08;93.80;0.00;86.35;15.99;93.65;-15.99;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-28.69;-7.26;-14.07;-16.92;6.97;24.66;-9.15;11.14;-22.89;-4.77;-1.06;-16.20;-9.28;-0.59;11.43;-9.48;7.72;-1.58
15.462;15.462;-5.13;-5.24;15.52;5.13;5.24;-15.52;24.39;1.94;-22.79;180.00;-17.64;0.92;6.97;76.92;86.20;0.00;-103.08;93.80;0.00;86.35;15.99;93.65;-15.99;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-28.32;-7.56;-13.73;-16.97;6.96;24.74;-9.86;10.91;-22.43;-4.77;-1.06;-16.20;-9.45;-0.82;11.63;-9.46;7.70;-1.59
15.472;15.472;-5.13;-5.24;15.52;5.13;5.24;-15.52;24.43;1.91;-22.86;180.00;-17.68;0.94;7.05;76.92;86.20;0.00;-103.08;93.80;0.00;86.35;15.99;93.65;-15.99;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-27.93;-7.87;-13.34;-17.19;6.97;24.67;-10.59;10.65;-21.84;-4.88;-1.00;-16.05;-9.61;-1.04;11.82;-9.39;7.83;-1.59
15.482;15.482;-5.22;-5.36;15.42;5.22;5.36;-15.42;24.61;1.96;-22.86;180.00;-17.73;0.97;7.14;76.51;86.10;0.00;-103.49;93.90;0.00;86.24;15.91;93.76;-15.91;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-27.53;-8.19;-12.87;-17.25;6.94;24.76;-11.31;10.37;-21.16;-4.85;-0.93;-16.05;-9.75;-1.26;12.00;-9.34;7.90;-1.61
15.492;15.492;-5.31;-5.46;15.30;5.31;5.46;-15.30;24.77;1.99;-22.85;180.00;-17.77;1.00;7.24;76.13;86.01;0.00;-103.87;93.99;0.00;86.16;15.80;93.84;-15.80;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-27.09;-8.47;-12.23;-17.36;6.92;24.84;-12.02;10.02;-20.51;-4.86;-0.89;-15.99;-9.89;-1.45;12.21;-9.28;7.96;-1.65
15.502;15.502;-5.39;-5.52;15.14;5.39;5.52;-15.14;24.90;1.99;-22.82;180.00;-17.80;1.03;7.36;75.81;85.96;0.00;-104.19;94.04;0.00;86.10;15.66;93.90;-15.66;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-26.61;-8.67;-11.53;-17.47;6.92;24.96;-12.72;9.59;-19.87;-4.87;-0.91;-15.97;-10.53;-1.70;11.52;-9.24;8.01;-1.67
15.512;15.512;-5.43;-5.54;15.05;5.43;5.54;-15.05;24.97;1.98;-22.80;180.00;-17.82;1.05;7.43;75.67;85.94;0.00;-104.33;94.06;0.00;86.08;15.57;93.92;-15.57;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-26.37;-8.77;-11.19;-17.54;6.92;25.04;-13.56;9.16;-18.80;-4.84;-0.92;-15.96;-10.62;-1.92;11.69;-9.17;8.06;-1.70
15.522;15.522;-5.50;-5.57;14.86;5.50;5.57;-14.86;25.07;1.94;-22.75;180.00;-17.86;1.09;7.57;75.39;85.91;0.00;-104.61;94.09;0.00;86.05;15.39;93.95;-15.39;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-25.86;-8.97;-10.49;-17.65;6.90;25.18;-14.06;8.71;-18.13;-4.80;-0.92;-15.96;-10.67;-2.11;11.85;-9.08;8.12;-1.73
15.532;15.532;-5.55;-5.60;14.66;5.55;5.60;-14.66;25.16;1.90;-22.70;180.00;-17.90;1.14;7.72;75.11;85.88;0.00;-104.89;94.12;0.00;86.02;15.21;93.98;-15.21;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-25.36;-9.18;-9.83;-17.73;6.86;25.33;-14.02;8.49;-18.16;-4.75;-0.90;-15.92;-10.26;-2.05;12.75;-9.01;8.19;-1.78
15.542;15.542;-5.59;-5.62;14.48;5.59;5.62;-14.48;25.23;1.86;-22.67;180.00;-17.93;1.19;7.87;74.83;85.85;0.00;-105.17;94.15;0.00;85.99;15.03;94.01;-15.03;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-24.84;-9.44;-9.14;-17.82;6.82;25.46;-14.34;8.09;-17.58;-4.70;-0.89;-15.87;-10.32;-2.17;12.84;-8.92;8.25;-1.82
15.552;15.552;-5.61;-5.63;14.29;5.61;5.63;-14.29;25.28;1.81;-22.63;180.00;-17.95;1.24;8.03;74.56;85.82;0.00;-105.44;94.18;0.00;85.96;14.84;94.04;-14.84;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-24.31;-9.70;-8.47;-17.91;6.78;25.59;-14.56;7.75;-17.12;-4.66;-0.88;-15.81;-10.37;-2.27;12.92;-8.85;8.28;-1.85
15.562;15.562;-5.61;-5.63;14.29;5.61;5.63;-14.29;25.31;1.75;-22.79;180.00;-17.97;1.29;8.19;74.56;85.82;0.00;-105.44;94.18;0.00;85.96;14.84;94.04;-14.84;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.79;-9.95;-7.86;-17.99;6.75;25.73;-14.70;7.50;-16.76;-4.66;-0.88;-15.76;-10.40;-2.39;12.97;-8.81;8.33;-1.89
15.572;15.572;-5.62;-5.62;13.78;5.62;5.62;-13.78;25.30;1.74;-22.45;180.00;-17.98;1.33;8.36;73.84;85.78;0.00;-106.16;94.22;0.00;85.91;14.34;94.09;-14.34;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.29;-10.19;-7.31;-18.02;6.70;25.90;-14.74;7.36;-16.55;-4.66;-0.88;-15.76;-10.66;-2.54;12.55;-8.81;8.33;-1.89
15.582;15.582;-5.62;-5.62;13.78;5.62;5.62;-13.78;25.31;1.71;-22.53;180.00;-17.98;1.35;8.45;73.84;85.78;0.00;-106.16;94.22;0.00;85.91;14.34;94.09;-14.34;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.04;-10.30;-7.06;-18.15;6.67;25.75;-14.92;7.28;-16.19;-4.65;-0.86;-15.40;-10.63;-2.63;12.66;-8.69;8.41;-2.01
15.592;15.592;-5.60;-5.62;13.71;5.60;5.62;-13.71;25.29;1.68;-22.65;180.00;-17.97;1.38;8.64;73.73;85.77;0.00;-106.27;94.23;0.00;85.90;14.26;94.10;-14.26;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-22.56;-10.49;-6.62;-18.17;6.65;25.94;-14.77;7.26;-16.25;-4.60;-0.84;-15.41;-10.62;-2.72;12.75;-8.64;8.43;-2.01
15.602;15.602;-5.57;-5.62;13.59;5.57;5.62;-13.59;25.23;1.66;-22.72;180.00;-17.94;1.39;8.84;73.51;85.75;0.00;-106.49;94.25;0.00;85.87;14.14;94.13;-14.14;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-22.11;-10.63;-6.29;-18.20;6.60;25.95;-14.46;7.24;-16.53;-4.62;-0.80;-15.21;-10.57;-2.76;12.97;-8.61;8.45;-2.01
15.612;15.612;-5.47;-5.62;13.33;5.47;5.62;-13.33;25.08;1.70;-22.66;180.00;-17.89;1.39;9.04;73.01;85.70;0.00;-106.99;94.30;0.00;85.82;13.86;94.18;-13.86;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-21.69;-10.71;-6.10;-18.24;6.53;25.71;-14.20;7.19;-16.60;-4.66;-0.72;-14.83;-10.62;-2.79;12.94;-8.55;8.45;-1.95
15.622;15.622;-5.42;-5.62;13.22;5.42;5.62;-13.22;24.95;1.65;-23.01;180.00;-17.78;1.42;9.51;72.79;85.67;0.00;-107.21;94.33;0.00;85.80;13.75;94.20;-13.75;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-21.02;-10.72;-6.21;-18.24;6.48;25.99;-13.49;7.13;-16.86;-4.69;-0.71;-14.65;-10.60;-2.75;12.96;-8.52;8.45;-1.93
