
time,time ns,angle,cadence,motorTargetCadence,pid,corrente effettiva Quad Sx,corrente effettiva Glut Sx,corrente effettiva Hams Sx,corrente effettiva Gastro Sx,corrente effettiva Quad Dx,corrente effettiva Glut Dx,corrente effettiva Hams Dx,corrente effettiva Gastro Dx,duty_cycle,motor_current,stimDistance,totalDistance,linearVelocity,powerLeft,powerRight,newDataLeft,newDataRight,connectedLeft,connectedRight,heart-rate
137151,-288547332,178.784,0,5,0,0,0,0,0,0,0,0,0,5,0.45,0,35.632,2.0873,0,0,0,0,1,1,0
137161,-278515054,178.916,0,5,0,0,0,0,0,0,0,0,0,5,0.45,0,35.632,2.0873,0,0,0,0,1,1,0
137171,-268527517,179.048,0,10,0,0,0,0,0,0,0,0,0,5,0.45,0,35.632,2.0873,0,0,0,0,1,1,0
137181,-258569498,178.916,0,10,0,0,0,0,0,0,0,0,0,5,0.45,0,35.632,2.0873,0,0,0,0,1,1,0
137191,-248525072,178.982,0,10,0,0,0,0,0,0,0,0,0,5,0.45,0,35.632,2.0873,0,0,0,0,1,1,0
137209,-230641443,178.916,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137211,-228570572,179.004,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137221,-218570795,178.96,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137231,-208571184,178.938,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137241,-198571109,179.004,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137251,-188569961,179.07,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137261,-178571350,179.224,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137271,-168538461,179.399,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137281,-158539702,179.619,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137291,-148539295,179.883,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137301,-138537739,180.037,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137311,-128539572,180.125,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137321,-118539647,180.19,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137331,-108539424,180.366,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137341,-98539924,180.41,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137351,-88539369,180.388,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137361,-78540054,180.41,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137371,-68538498,180.344,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137381,-58539850,180.498,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137391,-48539517,180.41,0,10,0,0,0,0,0,0,0,0,0,20,0.44847,0,35.632,2.0873,0,0,0,0,1,1,0
137406,-33558036,180.476,0,10,0,0,0,0,0,0,0,0,0,22,11.7443,0,35.632,2.0873,0,0,0,0,1,1,0
